index, img_id, is_valid, scale, proc_id, file_name, pos, angle_deg, overlap_pixels_prev, overlap_pixels_next, packet_array_count,tag, c_packet, c_track, c_imc,root_bucket, next_bucket, next, bucket_id, pkg_index, packet_id, from_proc_id, is_center,pkg_row_start, pkg_row_end, pkg_col_start, pkg_col_end, img_row_start, img_col_start, img_row_count, img_col_count 
435,436,1,1,6,,0,42.3061,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4255,6,1,366,589,643,866,0,0,224,224
436,437,1,1,5,,0,40.882,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4256,5,1,1170,1393,724,947,0,0,224,224
437,438,1,1,6,,0,39.6198,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4257,6,1,1603,1826,131,354,0,0,224,224
438,439,1,1,6,,0,37.7482,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4259,6,1,990,1213,1066,1289,0,0,224,224
439,440,1,1,6,,0,38.0515,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4259,6,1,303,526,290,513,0,0,224,224
440,441,1,1,6,,0,35.3929,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4261,6,1,1476,1699,1115,1338,0,0,224,224
441,442,1,1,5,,0,34.1498,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4262,5,1,1866,2089,605,828,0,0,224,224
442,443,1,1,6,,0,32.944,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4263,6,1,2172,2395,903,1126,0,0,224,224
443,444,1,1,6,,0,33.8735,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,10,1,3925,6,0,216,439,1613,1711,0,0,224,99
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,11,0,4263,6,1,63,286,0,124,0,99,224,125
444,445,1,1,5,,0,32.1979,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,10,1,3926,5,0,1628,1851,1629,1711,0,0,224,83
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,11,0,4264,5,1,1437,1660,0,140,0,83,224,141
445,446,1,1,6,,0,31.4055,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4265,6,1,803,1026,171,394,0,0,224,224
446,447,1,1,5,,0,29.7988,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4266,5,1,2019,2242,1117,1340,0,0,224,224
447,448,1,1,6,,0,29.2685,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4267,6,1,793,1016,397,620,0,0,224,224
448,449,1,1,6,,0,29.2053,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4267,6,1,935,1158,317,540,0,0,224,224
449,450,1,1,5,,0,27.7071,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4268,5,1,1903,2126,1440,1663,0,0,224,224
450,451,1,1,5,,0,28.1682,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4268,5,1,857,1080,173,396,0,0,224,224
451,452,1,1,6,,0,26.4584,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,1,11,0,4269,6,1,2306,2430,1140,1363,0,0,125,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,1,4270,5,0,0,98,1140,1363,125,0,99,224
452,453,1,1,6,,0,25.0025,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4271,6,1,750,973,1394,1617,0,0,224,224
453,454,1,1,6,,0,24.9406,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4271,6,1,890,1113,1043,1266,0,0,224,224
454,455,1,1,6,,0,24.8361,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4271,6,1,1125,1348,758,981,0,0,224,224
455,456,1,1,6,,0,24.3938,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4271,6,1,2130,2353,443,666,0,0,224,224
456,457,1,1,5,,0,23.7247,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4272,5,1,1217,1440,44,267,0,0,224,224
457,458,1,1,6,,0,23.1574,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4273,6,1,72,295,122,345,0,0,224,224
458,459,1,1,6,,0,20.2265,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4275,6,1,1866,2089,1466,1689,0,0,224,224
459,460,1,1,6,,0,20.5134,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4275,6,1,1213,1436,849,1072,0,0,224,224
460,461,1,1,6,,0,20.1409,0,0,2,1792,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,10,1,3938,5,0,102,325,1617,1711,0,0,224,95
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,11,0,4275,6,1,2061,2284,0,128,0,95,224,129
461,462,1,1,6,,0,20.3373,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,10,1,3937,6,0,2080,2303,1629,1711,0,0,224,83
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,11,0,4275,6,1,1611,1834,0,140,0,83,224,141
462,463,1,1,5,,0,19.8141,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4276,5,1,369,592,677,900,0,0,224,224
463,464,1,1,5,,0,19.5544,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4276,5,1,959,1182,366,589,0,0,224,224
464,465,1,1,5,,0,19.0392,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4276,5,1,2126,2349,132,355,0,0,224,224
465,466,1,1,6,,0,17.9418,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4277,6,1,2187,2410,792,1015,0,0,224,224
466,467,1,1,6,,0,18.2894,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4277,6,1,1398,1621,822,1045,0,0,224,224
467,468,1,1,6,,0,18.1039,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4277,6,1,1817,2040,502,725,0,0,224,224
468,469,1,1,5,,0,17.8294,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,11,0,4278,5,1,11,234,1364,1587,0,0,224,224
469,470,1,1,5,,0,17.215,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4278,5,1,1406,1629,420,643,0,0,224,224
470,471,1,1,6,,0,12.1239,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4283,6,1,801,1024,243,466,0,0,224,224
471,472,1,1,6,,0,-37.0952,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4329,6,1,509,732,487,710,0,0,224,224
472,473,1,1,5,,0,-38.4049,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4330,5,1,1044,1267,214,437,0,0,224,224
473,474,1,1,6,,0,-63.0591,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4353,6,1,931,1154,912,1135,0,0,224,224
474,475,1,1,5,,0,-150.389,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4434,5,1,1435,1658,419,642,0,0,224,224
475,476,1,1,6,,0,-153.044,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4437,6,1,144,367,1086,1309,0,0,224,224
476,477,1,1,6,,0,-159.799,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4443,6,1,815,1038,899,1122,0,0,224,224
477,478,1,1,5,,0,-163.214,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4446,5,1,1233,1456,1267,1490,0,0,224,224
478,479,1,1,6,,0,-163.946,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4447,6,1,455,678,1100,1323,0,0,224,224
479,480,1,1,6,,0,-164.58,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4447,6,1,1889,2112,768,991,0,0,224,224
480,481,1,1,5,,0,-165.148,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4448,5,1,742,965,1440,1663,0,0,224,224
481,482,1,1,5,,0,-164.854,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4448,5,1,77,300,340,563,0,0,224,224
482,483,1,1,5,,0,-173.927,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4456,5,1,1116,1339,37,260,0,0,224,224
483,484,1,1,5,,0,-178.268,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4460,5,1,1195,1418,407,630,0,0,224,224
484,485,1,1,6,,0,90.0229,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4545,6,1,1406,1629,1239,1462,0,0,224,224
485,486,1,1,5,,0,88.5845,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,1,12,0,4546,5,1,2218,2430,791,1014,0,0,213,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,1,4547,6,0,0,10,791,1014,213,0,11,224
486,487,1,1,6,,0,88.2659,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4547,6,1,503,726,126,349,0,0,224,224
487,488,1,1,6,,0,85.3822,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4549,6,1,2137,2360,379,602,0,0,224,224
488,489,1,1,5,,0,82.1212,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4552,5,1,2187,2410,1174,1397,0,0,224,224
489,490,1,1,5,,0,82.4025,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4552,5,1,1555,1778,767,990,0,0,224,224
490,491,1,1,6,,0,81.7369,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4553,6,1,621,844,1363,1586,0,0,224,224
491,492,1,1,5,,0,80.9707,0,0,3,1792,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,2,-1,11,1,4219,6,0,1,224,1678,1711,0,0,224,34
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,0,12,2,4553,6,0,2345,2430,0,189,0,34,86,190
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,12,0,4554,5,1,0,137,0,189,86,34,138,190
492,493,1,1,6,,0,79.8727,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,0,12,1,4554,5,0,2385,2430,588,811,0,0,46,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,12,0,4555,6,1,0,177,588,811,46,0,178,224
493,494,1,1,6,,0,77.5668,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4557,6,1,283,506,1188,1411,0,0,224,224
494,495,1,1,6,,0,77.2813,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4557,6,1,927,1150,1176,1399,0,0,224,224
495,496,1,1,5,,0,76.0539,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4558,5,1,1261,1484,232,455,0,0,224,224
496,497,1,1,5,,0,73.5077,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4560,5,1,2129,2352,675,898,0,0,224,224
497,498,1,1,5,,0,71.6271,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4562,5,1,1503,1726,1177,1400,0,0,224,224
498,499,1,1,6,,0,70.5933,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4563,6,1,1399,1622,569,792,0,0,224,224
499,500,1,1,6,,0,68.8266,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4565,6,1,508,731,1030,1253,0,0,224,224
500,501,1,1,5,,0,67.425,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4566,5,1,1233,1456,975,1198,0,0,224,224
501,502,1,1,5,,0,67.0859,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4566,5,1,1995,2218,798,1021,0,0,224,224
502,503,1,1,5,,0,67.683,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4566,5,1,653,876,672,895,0,0,224,224
503,504,1,1,5,,0,67.7241,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4566,5,1,560,783,481,704,0,0,224,224
504,505,1,1,6,,0,66.6288,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4567,6,1,596,819,1121,1344,0,0,224,224
505,506,1,1,6,,0,66.1441,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4567,6,1,1686,1909,858,1081,0,0,224,224
506,507,1,1,5,,0,65.5883,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4568,5,1,504,727,1469,1692,0,0,224,224
507,508,1,1,6,,0,64.1314,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4569,6,1,1349,1572,634,857,0,0,224,224
508,509,1,1,5,,0,63.0579,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4570,5,1,1333,1556,847,1070,0,0,224,224
509,510,1,1,5,,0,62.65,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,1,12,0,4570,5,1,2252,2430,260,483,0,0,179,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,1,4571,6,0,0,44,260,483,179,0,45,224
510,511,1,1,6,,0,62.1682,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4571,6,1,904,1127,527,750,0,0,224,224
511,512,1,1,5,,0,61.3745,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4572,5,1,257,480,286,509,0,0,224,224
512,513,1,1,6,,0,59.9758,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4573,6,1,976,1199,1106,1329,0,0,224,224
513,514,1,1,6,,0,59.8067,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4573,6,1,1356,1579,284,507,0,0,224,224
514,515,1,1,6,,0,55.2088,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4577,6,1,1973,2196,1359,1582,0,0,224,224
515,516,1,1,6,,0,56.0214,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4577,6,1,146,369,377,600,0,0,224,224
516,517,1,1,5,,0,54.9355,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4578,5,1,158,381,1143,1366,0,0,224,224
517,518,1,1,6,,0,53.892,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4579,6,1,72,295,1201,1424,0,0,224,224
518,519,1,1,6,,0,47.0634,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4585,6,1,845,1068,789,1012,0,0,224,224
519,520,1,1,6,,0,46.9095,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4585,6,1,1192,1415,379,602,0,0,224,224
520,521,1,1,5,,0,46.3537,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4586,5,1,10,233,1342,1565,0,0,224,224
521,522,1,1,6,,0,44.7977,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4587,6,1,1077,1300,1116,1339,0,0,224,224
522,523,1,1,6,,0,44.9362,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4587,6,1,765,988,219,442,0,0,224,224
523,524,1,1,5,,0,43.5922,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4588,5,1,1360,1583,1470,1693,0,0,224,224
524,525,1,1,6,,0,42.3245,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4589,6,1,1778,2001,902,1125,0,0,224,224
525,526,1,1,6,,0,40.053,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4591,6,1,2019,2242,631,854,0,0,224,224
526,527,1,1,6,,0,40.2123,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4591,6,1,1661,1884,637,860,0,0,224,224
527,528,1,1,6,,0,38.8058,0,0,3,1792,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,2,-1,11,1,4258,5,0,1020,1243,1692,1711,0,0,224,20
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,0,12,2,4592,5,0,2391,2430,0,203,0,20,40,204
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,12,0,4593,6,1,0,183,0,203,40,20,184,204
528,529,1,1,5,,0,36.9027,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4594,5,1,1807,2030,1308,1531,0,0,224,224
529,530,1,1,5,,0,37.3888,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4594,5,1,713,936,854,1077,0,0,224,224
530,531,1,1,5,,0,37.6208,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4594,5,1,194,417,558,781,0,0,224,224
531,532,1,1,6,,0,36.1459,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4595,6,1,1076,1299,1082,1305,0,0,224,224
532,533,1,1,6,,0,36.4904,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,12,0,4595,6,1,302,525,287,510,0,0,224,224
533,534,1,1,6,,0,33.8744,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
