index,parent,next,tail,count,status,track_id,source_type,dft.defect_id,dft.event_root_index,dft.from_channel,dft.channel_defect_id,dft.related_defect_id,dft.img_id,dft.img_tag,dft.peak_adc,dft.peak_packet_id,dft.peak_row,dft.peak_col,dft.x_encoder,dft.w_encoder,dft.radius,dft.theta,dft.x_cor,dft.y_cor,dft.x,dft.y,dft.snr,dft.defect_area,dft.defect_size,dft.dsize,dft.rppm,dft.nppm,dft.um_size,dft.x_size,dft.y_size,dft.ee,dft.haze_avg,dft.defect_tag,dft.cluster_number,dft.cluster_area,dft.cluster_length,dft.confidence,dft.midlevel_bin_number,dft.rough_bin_number,dft.fine_bin_number,dft.acc_flag,dft.cosmic_ray_flag,dft.saturated_flag,dft.max_xt_fit,dft.xenc_outer,dft.xenc_inner,dft.wenc_left,dft.wenc_right
55,-1,-1,56,1,0,27,-1,56,64,1,-1,-1,56,0,4069,4041,306,874,38107,250290,121433.796875,-5.999063491821289,116565.296875,34039.6640625,34039.6640625,-116565.296875,344.77581787109375,2019.35546875,4069.0,44.93724060058594,4069.0,0.0,0.0,38.35546875,52.6484375,0.07036840170621872,61,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38065,38124,250286,250295
56,-1,-1,57,1,0,27,-1,57,65,1,-1,-1,57,0,4036,4041,1054,766,38016,250832,121507.0,-6.012053966522217,117068.1640625,32542.201171875,32542.201171875,-117068.1640625,339.36676025390625,1817.501708984375,4036.0,42.63216781616211,4036.0,0.0,0.0,35.13671875,51.7265625,0.06729105859994888,61,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37979,38038,250828,250836
57,-1,-1,58,1,0,27,-1,58,67,1,-1,-1,58,1280,2583,4041,79,670,37929,250125,121576.6015625,-5.995108604431152,116566.6875,34540.96875,34540.95703125,-116566.6875,218.67398071289063,1854.9365234375,2583.0,43.068973541259766,2583.0,0.0,0.0,35.7578125,51.875,0.06643903255462646,60,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37890,37949,250121,250129
58,-1,-1,59,1,0,27,-1,59,68,1,-1,-1,59,0,2774,4041,826,547,37824,250667,121660.296875,-6.008099555969238,117086.1015625,33046.51953125,33046.5234375,-117086.1015625,231.7306671142578,44226.2890625,2774.0,210.30047607421875,2774.0,0.0,0.0,156.99609375,281.703125,0.0764271542429924,60,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37535,37870,250663,250693
59,-1,-1,60,1,0,27,-1,60,69,1,-1,-1,60,1792,2574,4041,629,42,37381,250524,122014.6015625,-6.004672050476074,117312.796875,33545.05078125,33545.05078125,-117312.796875,215.02333068847656,44341.05859375,2574.0,210.5731658935547,2574.0,0.0,0.0,157.79296875,281.0078125,0.06661663204431534,60,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37365,37699,250498,250528
60,-1,-1,61,1,0,28,-1,61,74,1,-1,-1,61,1792,4069,4048,2391,1421,38661,3809,120990.8984375,-0.09129582345485687,120487.0234375,-11030.6259765625,-11030.6328125,-120487.0234375,340.941650390625,0.0,4069.0,4069.0,4069.0,0.0,0.0,0.0,0.0,0.23264722526073456,65,0,-1,0.0,0.0,0.0,-1,0,-1,0,0,0,0,38654,38669,3805,3814
61,-1,-1,62,1,0,28,-1,62,75,1,-1,-1,62,1536,2570,4048,2628,1398,38643,3981,121005.3984375,-0.09541840106248856,120454.953125,-11528.62890625,-11528.6396484375,-120454.953125,215.35983276367188,978.0411376953125,2570.0,31.273649215698242,2570.0,0.0,0.0,21.517578125,45.453125,0.08144122362136841,65,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38597,38652,3978,3984
62,-1,-1,63,1,0,28,-1,63,76,1,-1,-1,63,0,2763,4048,1188,1040,38325,2936,121260.0,-0.0703713670372963,120959.875,-8526.1904296875,-8526.19921875,-120959.875,231.7936553955078,1291.80810546875,2763.0,35.94173049926758,2763.0,0.0,0.0,26.515625,48.71875,0.06596554815769196,61,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38285,38344,2933,2941
63,-1,-1,64,1,0,28,-1,64,77,1,-1,-1,64,0,2588,4048,1055,1051,38332,2840,121253.8984375,-0.06807039678096771,120973.0859375,-8247.4287109375,-8247.435546875,-120973.0859375,216.64788818359375,1237.8021240234375,2588.0,35.182411193847656,2588.0,0.0,0.0,26.296875,47.0703125,0.06527441740036011,61,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38309,38366,2836,2844
64,-1,-1,65,1,0,28,-1,65,78,1,-1,-1,65,0,2590,4048,1425,987,38278,3109,121297.1015625,-0.07451791316270828,120960.4765625,-9030.443359375,-9030.455078125,-120960.4765625,218.80641174316406,1255.123779296875,2590.0,35.42772674560547,2590.0,0.0,0.0,26.58984375,47.203125,0.06651685386896133,61,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38240,38297,3104,3112
65,-1,-1,66,1,0,28,-1,66,79,1,-1,-1,66,0,4038,4048,1661,921,38221,3280,121342.5,-0.07861651480197906,120967.7109375,-9529.701171875,-9529.7041015625,-120967.7109375,341.13525390625,1436.730712890625,4038.0,37.904232025146484,4038.0,0.0,0.0,29.73828125,48.3125,0.0673493891954422,61,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38192,38250,3275,3284
66,-1,-1,67,1,0,28,-1,67,80,1,-1,-1,67,0,2783,4048,1897,885,38191,3451,121366.8984375,-0.08271512389183044,120951.953125,-10027.4345703125,-10027.443359375,-120951.953125,235.83721923828125,1301.7467041015625,2783.0,36.07972717285156,2783.0,0.0,0.0,27.02734375,48.1640625,0.09956888109445572,61,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38142,38200,3447,3455
67,-1,-1,68,1,0,28,-1,68,81,1,-1,-1,68,0,2775,4048,2133,803,38119,3622,121424.296875,-0.08681372553110123,120967.0234375,-10528.0595703125,-10528.060546875,-120967.0234375,235.1917724609375,1288.1124267578125,2775.0,35.890281677246094,2775.0,0.0,0.0,27.1494140625,47.4453125,0.058610767126083374,61,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38089,38146,3618,3626
68,-1,-1,69,1,0,28,-1,69,82,1,-1,-1,69,0,4079,4048,2605,660,37996,3964,121522.796875,-0.09501093626022339,120974.7109375,-11528.6318359375,-11528.6298828125,-120974.7109375,345.6034240722656,1401.148193359375,4079.0,37.431915283203125,4079.0,0.0,0.0,30.26953125,46.2890625,0.06789789348840714,62,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37979,38034,3960,3969
69,-1,-1,70,1,0,28,-1,70,83,1,-1,-1,70,0,2789,4048,2369,734,38060,3793,121471.796875,-0.09091232717037201,120970.15625,-11028.078125,-11028.0849609375,-120970.15625,236.29859924316406,1299.09765625,2789.0,36.04299545288086,2789.0,0.0,0.0,27.3359375,47.5234375,0.06576976925134659,62,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38034,38091,3790,3798
70,-1,-1,71,1,0,28,-1,71,84,1,-1,-1,71,0,2805,4048,1175,507,37857,2927,121633.8984375,-0.07015565037727356,121334.6953125,-8526.3076171875,-8526.3095703125,-121334.6953125,206.51927185058594,1318.7403564453125,2805.0,36.3144645690918,2805.0,0.0,0.0,26.6328125,49.515625,0.08488553017377853,56,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37809,37869,2923,2931
71,-1,-1,72,1,0,28,-1,72,85,1,-1,-1,72,0,2770,4048,1042,505,37854,2831,121636.1015625,-0.06785468012094498,121356.1875,-8247.2470703125,-8247.2470703125,-121356.1875,208.94076538085938,1264.5732421875,2770.0,35.56083679199219,2770.0,0.0,0.0,26.4140625,47.875,0.05856422334909439,57,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37833,37891,2827,2835
72,-1,-1,73,1,0,28,-1,73,86,1,-1,-1,73,0,2190,4048,1411,452,37810,3098,121671.6015625,-0.07425425946712494,121336.328125,-9026.3349609375,-9026.341796875,-121336.328125,155.96774291992188,1258.2821044921875,2190.0,35.47227096557617,2190.0,0.0,0.0,26.65234375,47.2109375,0.07693050801753998,55,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37765,37822,3095,3103
73,-1,-1,74,1,0,28,-1,74,87,1,-1,-1,74,0,2222,4048,1646,394,37760,3269,121711.3984375,-0.07835286110639572,121337.984375,-9526.681640625,-9526.6806640625,-121337.984375,158.24671936035156,1293.3203125,2222.0,35.962764739990234,2222.0,0.0,0.0,26.900390625,48.078125,0.07095980644226074,55,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37717,37775,3265,3273
74,-1,-1,75,1,0,28,-1,75,88,1,-1,-1,75,0,2776,4048,1882,307,37685,3440,121771.5,-0.0824514701962471,121357.8125,-10028.8671875,-10028.87109375,-121357.8125,190.63258361816406,1280.2816162109375,2776.0,35.78102493286133,2776.0,0.0,0.0,27.0244140625,47.375,0.059894710779190063,53,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37668,37725,3436,3444
75,-1,-1,76,1,0,28,-1,76,89,1,-1,-1,76,0,2587,4048,2118,238,37625,3611,121819.796875,-0.08655007183551788,121363.8125,-10530.353515625,-10530.3662109375,-121363.828125,175.5493927001953,1315.9658203125,2587.0,36.276241302490234,2587.0,0.0,0.0,27.2783203125,48.2421875,0.08214198052883148,53,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37614,37672,3606,3614
76,-1,-1,77,1,0,28,-1,77,90,1,-1,-1,77,0,4063,4048,2353,198,37591,3782,121847.0,-0.09064867347478867,121346.71875,-11030.1484375,-11030.150390625,-121346.71875,275.325439453125,1503.906005859375,4063.0,38.78022766113281,4063.0,0.0,0.0,30.44921875,49.390625,0.0675068348646164,51,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37558,37617,3777,3786
77,-1,-1,78,1,0,28,-1,78,91,1,-1,-1,78,1536,4038,4048,2588,102,37508,3952,121913.3984375,-0.09472331404685974,121366.8671875,-11530.779296875,-11530.7880859375,-121366.8671875,276.73773193359375,1364.5218505859375,4038.0,36.93943405151367,4038.0,0.0,0.0,27.732421875,49.203125,0.10261231660842896,50,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37501,37560,3948,3956
78,-1,-1,79,1,0,28,-1,79,92,1,-1,-1,79,1792,4045,4049,1756,1414,38663,5370,120989.3984375,-0.1287105828523636,119988.6015625,-15529.6552734375,-15529.6650390625,-119988.6015625,342.1578674316406,0.0,4045.0,4045.0,4045.0,0.0,0.0,0.0,0.0,0.1566614955663681,66,0,-1,0.0,0.0,0.0,-1,0,-1,0,0,0,0,38658,38677,5366,5375
79,-1,-1,80,1,0,28,-1,80,93,1,-1,-1,80,0,2518,4049,1992,1332,38592,5541,121046.0,-0.13280917704105377,119980.046875,-16028.8017578125,-16028.8056640625,-119980.046875,212.64083862304688,1430.04736328125,2518.0,37.81596755981445,2518.0,0.0,0.0,29.1474609375,49.0625,0.06764407455921173,66,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38577,38635,5537,5545
80,-1,-1,81,1,0,28,-1,81,94,1,-1,-1,81,1280,4047,4049,76,1282,38541,4152,121086.6015625,-0.09951700270175934,120487.5,-12030.2958984375,-12030.298828125,-120487.5,339.3591613769531,1520.416748046875,4047.0,38.992523193359375,4047.0,0.0,0.0,30.6767578125,49.5625,0.10859546065330505,64,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38535,38594,4147,4156
81,-1,-1,82,1,0,28,-1,82,95,1,-1,-1,82,0,2787,4049,312,1257,38520,4323,121103.296875,-0.10361561179161072,120453.7890625,-12525.7509765625,-12525.7607421875,-120453.7890625,233.70248413085938,1380.70947265625,2787.0,37.15789794921875,2787.0,0.0,0.0,27.9814453125,49.34375,0.09113799780607224,64,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38472,38531,4319,4327
82,-1,-1,83,1,0,28,-1,83,96,1,-1,-1,83,0,2803,4049,548,1163,38439,4494,121168.296875,-0.1077142134308815,120466.0546875,-13026.32421875,-13026.3251953125,-120466.0546875,235.36398315429688,1365.8211669921875,2803.0,36.95701599121094,2803.0,0.0,0.0,28.0888671875,48.625,0.05931835621595383,64,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38407,38465,4491,4499
83,-1,-1,84,1,0,28,-1,84,97,1,-1,-1,84,0,2762,4049,784,1080,38367,4666,121226.3984375,-0.11183678358793259,120469.0703125,-13529.326171875,-13529.33203125,-120469.0703125,232.43185424804688,1376.97412109375,2762.0,37.107601165771484,2762.0,0.0,0.0,28.27734375,48.6953125,0.06594640016555786,64,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38338,38396,4662,4670
84,-1,-1,85,1,0,28,-1,85,98,1,-1,-1,85,0,4037,4049,1020,981,38281,4836,121294.8984375,-0.11591142416000366,120480.984375,-14028.0029296875,-14028.0009765625,-120480.984375,340.5843505859375,1569.3663330078125,4037.0,39.61522674560547,4037.0,0.0,0.0,31.4462890625,49.90625,0.07204040139913559,64,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38267,38326,4832,4841
85,-1,-1,86,1,0,28,-1,86,99,1,-1,-1,86,0,2801,4049,1255,922,38230,5007,121335.3984375,-0.12001002579927444,120462.6875,-14526.5361328125,-14526.5400390625,-120462.6875,236.60848999023438,1399.80712890625,2801.0,37.413997650146484,2801.0,0.0,0.0,28.654296875,48.8515625,0.059738416224718094,64,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38194,38252,5003,5011
86,-1,-1,87,1,0,28,-1,87,100,1,-1,-1,87,0,2573,4049,1491,806,38130,5178,121415.796875,-0.12410863488912582,120481.9140625,-15030.0947265625,-15030.1044921875,-120481.9140625,217.91461181640625,1411.09033203125,2573.0,37.564483642578125,2573.0,0.0,0.0,28.84375,48.921875,0.07969151437282562,64,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38118,38176,5174,5182
87,-1,-1,88,1,0,28,-1,88,101,1,-1,-1,88,0,2554,4049,1726,754,38085,5349,121451.3984375,-0.1282072365283966,120454.609375,-15528.326171875,-15528.328125,-120454.609375,216.30545043945313,1422.304443359375,2554.0,37.71345138549805,2554.0,0.0,0.0,29.03125,48.9921875,0.07857433706521988,64,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,38040,38098,5344,5352
88,-1,-1,89,1,0,28,-1,89,102,1,-1,-1,89,0,2799,4049,1960,621,37970,5518,121543.703125,-0.13225790858268738,120482.21875,-16028.29296875,-16028.30078125,-120482.21875,237.2115936279297,1433.8211669921875,2799.0,37.86582946777344,2799.0,0.0,0.0,29.2197265625,49.0703125,0.08316805213689804,64,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37959,38017,5515,5523
89,-1,-1,90,1,0,28,-1,90,103,1,-1,-1,90,1280,2573,4049,53,594,37939,4135,121568.203125,-0.09910953789949417,120971.6328125,-12028.8525390625,-12028.857421875,-120971.625,218.057861328125,1321.279052734375,2573.0,36.349403381347656,2573.0,0.0,0.0,27.70703125,47.6875,0.06507211178541183,62,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37916,37973,4131,4139
90,-1,-1,91,1,0,28,-1,91,104,1,-1,-1,91,0,2235,4049,2202,541,37900,5694,121599.703125,-0.13647635281085968,120469.015625,-16544.015625,-16544.025390625,-120469.015625,189.37890625,1445.3294677734375,2235.0,38.01749038696289,2235.0,0.0,0.0,29.412109375,49.140625,0.06555165350437164,64,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37875,37933,5690,5698
91,-1,-1,92,1,0,28,-1,92,105,1,-1,-1,92,0,4045,4049,288,514,37870,4305,121623.3984375,-0.10318417847156525,120976.515625,-12527.353515625,-12527.3642578125,-120976.515625,342.8076171875,1536.9197998046875,4045.0,39.20356750488281,4045.0,0.0,0.0,30.9560546875,49.6484375,0.06704039871692657,62,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37852,37911,4301,4310
92,-1,-1,93,1,0,28,-1,93,106,1,-1,-1,93,0,4073,4049,523,459,37823,4476,121661.1015625,-0.10728278011083603,120961.640625,-13027.1181640625,-13027.12109375,-120961.640625,345.18743896484375,1578.31201171875,4073.0,39.72797393798828,4073.0,0.0,0.0,31.234375,50.53125,0.06809043884277344,63,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37786,37846,4471,4480
93,-1,-1,94,1,0,28,-1,94,107,1,-1,-1,94,0,4036,4049,758,377,37751,4647,121718.5,-0.11138138920068741,120964.2734375,-13529.1611328125,-13529.169921875,-120964.2734375,332.3634338378906,1561.7030029296875,4036.0,39.51838684082031,4036.0,0.0,0.0,31.341796875,49.828125,0.06760525703430176,62,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37718,37777,4642,4651
94,-1,-1,95,1,0,28,-1,95,108,1,-1,-1,95,0,2559,4049,993,305,37689,4817,121768.1015625,-0.11545602232217789,120957.4140625,-14027.646484375,-14027.6474609375,-120957.4140625,193.78439331054688,1392.04345703125,2559.0,37.310096740722656,2559.0,0.0,0.0,28.541015625,48.7734375,0.06806937605142593,61,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37648,37706,4813,4821
95,-1,-1,96,1,0,28,-1,96,109,1,-1,-1,96,0,2779,4049,1227,224,37619,4987,121824.796875,-0.11953066289424896,120955.546875,-14527.1474609375,-14527.15625,-120955.546875,199.45501708984375,1458.7760009765625,2779.0,38.19392776489258,2779.0,0.0,0.0,28.91796875,50.4453125,0.07770275324583054,59,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37574,37634,4983,4991
96,-1,-1,97,1,0,28,-1,97,110,1,-1,-1,97,1536,2772,4049,1461,99,37511,5156,121910.703125,-0.12358132749795914,120980.953125,-15027.5673828125,-15027.568359375,-120980.953125,192.71205139160156,1568.1046142578125,2772.0,39.599300384521484,2772.0,0.0,0.0,31.814453125,49.2890625,0.07317893952131271,57,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37500,37558,5152,5161
97,-1,-1,98,1,0,28,-1,98,111,1,-1,-1,98,1536,2803,4049,1695,13,37437,5326,121970.1015625,-0.1276559680700302,120977.6328125,-15527.9560546875,-15527.9638671875,-120977.6328125,194.86720275878906,1315.09716796875,2803.0,36.26426696777344,2803.0,0.0,0.0,28.6962890625,45.828125,0.06317509710788727,57,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37426,37480,5323,5331
98,-1,-1,99,1,0,28,-1,99,113,1,-1,-1,99,1792,2586,4049,35,75,37485,4122,121931.5,-0.09879794716835022,121336.890625,-12026.994140625,-12026.9951171875,-121336.8984375,181.2010498046875,1350.08154296875,2586.0,36.74345397949219,2586.0,0.0,0.0,27.845703125,48.484375,0.07670290023088455,49,0,-1,0.0,0.0,0.0,-1,231,-1,0,0,0,0,37441,37499,4118,4126
